Date	species	surfaceom_cover	surfaceom_wt	cover_green	cover_tot	residue_cover	phenology	gai	dai	lai	rtdep	stress_index	npp	growth	incorp_rate[1][1]	incorp_rate[1][2]	incorp_rate[1][3]	incorp_rate[1][4]	incorp_rate[1][5]	incorp_rate[1][6]	incorp_rate[1][7]	incorp_rate[1][8]	incorp_rate[1][9]	incorp_rate[1][10]	incorp_rate[1][11]	incorp_rate[1][12]	incorp_rate[2][1]	incorp_rate[2][2]	incorp_rate[2][3]	incorp_rate[2][4]	incorp_rate[2][5]	incorp_rate[2][6]	incorp_rate[2][7]	incorp_rate[2][8]	incorp_rate[2][9]	incorp_rate[2][10]	incorp_rate[2][11]	incorp_rate[2][12]	sw_dep[1]	sw_dep[2]	sw_dep[3]	sw_dep[4]	sw_dep[5]	sw_dep[6]	total_soil_water	sw_uptake[1]	sw_uptake[2]	sw_uptake[3]	sw_uptake[4]	sw_uptake[5]	sw_uptake[6]	glf_gai	glf_vpd	glf_sm	glf_tmp	glf_wl	glf_nitr	total_nh4	total_no3	total_n	nh4[1]	nh4[2]	nh4[3]	nh4[4]	nh4[5]	nh4[6]	no3[1]	no3[2]	no3[3]	no3[4]	no3[5]	no3[6]	uptake_nh4[1]	uptake_nh4[2]	uptake_nh4[3]	uptake_nh4[4]	uptake_nh4[5]	uptake_nh4[6]	uptake_no3[1]	uptake_no3[2]	uptake_no3[3]	uptake_no3[4]	uptake_no3[5]	uptake_no3[6]	height	farm.pasture01.ryegrass.green_n
1990-08-10	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.9	19.1	21.4	36.7	56.8	60.9	210.75	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	67.40	67.40	0.00	0.00	0.00	0.00	0.00	0.00	15.44	16.27	13.17	10.71	6.79	5.01	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-11	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.6	18.8	20.8	36.2	56.3	60.7	208.42	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	67.12	67.12	0.00	0.00	0.00	0.00	0.00	0.00	15.60	16.01	12.83	10.70	6.92	5.05	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-12	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.8	18.9	20.6	35.7	55.9	60.4	207.29	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	66.86	66.86	0.00	0.00	0.00	0.00	0.00	0.00	15.44	16.04	12.65	10.67	7.00	5.07	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-13	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.5	18.8	20.2	35.4	55.5	60.0	205.39	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	66.63	66.63	0.00	0.00	0.00	0.00	0.00	0.00	15.59	15.89	12.43	10.61	7.04	5.08	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-14	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.3	18.7	20.0	35.1	55.1	59.7	203.82	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	66.41	66.41	0.00	0.00	0.00	0.00	0.00	0.00	15.73	15.74	12.29	10.53	7.05	5.07	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-15	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.7	18.6	19.9	34.9	54.8	59.3	203.22	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	66.22	66.22	0.00	0.00	0.00	0.00	0.00	0.00	15.85	15.60	12.20	10.46	7.04	5.06	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-16	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.2	18.5	20.0	34.6	54.6	59.0	201.84	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	66.03	66.03	0.00	0.00	0.00	0.00	0.00	0.00	15.97	15.46	12.17	10.35	7.03	5.05	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-17	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.0	18.4	19.9	34.5	54.4	58.8	200.96	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	65.87	65.87	0.00	0.00	0.00	0.00	0.00	0.00	16.09	15.33	12.08	10.33	7.00	5.04	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-18	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.9	18.3	20.0	34.3	54.2	58.5	200.24	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	65.71	65.71	0.00	0.00	0.00	0.00	0.00	0.00	16.21	15.20	12.06	10.25	6.98	5.02	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-19	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.0	18.3	20.0	34.5	53.9	58.4	199.97	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	65.57	65.57	0.00	0.00	0.00	0.00	0.00	0.00	16.26	15.13	12.00	10.24	6.92	5.01	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-20	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.8	18.2	19.9	34.5	54.0	58.1	200.51	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	65.44	65.44	0.00	0.00	0.00	0.00	0.00	0.00	16.35	15.04	11.91	10.23	6.93	4.98	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-21	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.9	18.2	20.0	34.5	53.9	58.0	199.44	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	65.32	65.32	0.00	0.00	0.00	0.00	0.00	0.00	16.45	14.93	11.89	10.18	6.91	4.97	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-22	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.8	18.1	19.9	34.5	54.0	57.9	199.12	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	65.21	65.21	0.00	0.00	0.00	0.00	0.00	0.00	16.55	14.82	11.80	10.16	6.91	4.96	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-23	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.6	18.0	20.0	34.5	53.9	57.8	198.81	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	65.10	65.10	0.00	0.00	0.00	0.00	0.00	0.00	16.65	14.72	11.78	10.12	6.89	4.95	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-24	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.5	18.0	19.9	34.5	54.0	57.7	198.52	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	64.99	64.99	0.00	0.00	0.00	0.00	0.00	0.00	16.75	14.62	11.69	10.10	6.89	4.94	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-25	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.4	17.9	20.0	34.5	53.8	57.6	198.24	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	64.88	64.88	0.00	0.00	0.00	0.00	0.00	0.00	16.85	14.52	11.67	10.05	6.86	4.93	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-26	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.3	17.9	19.9	34.5	53.9	57.5	197.97	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	64.79	64.79	0.00	0.00	0.00	0.00	0.00	0.00	16.95	14.44	11.58	10.04	6.87	4.92	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-27	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.2	17.9	20.0	34.5	53.8	57.4	197.72	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	64.68	64.68	0.00	0.00	0.00	0.00	0.00	0.00	17.04	14.34	11.56	9.99	6.84	4.91	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-28	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.1	17.8	19.9	34.5	53.8	57.3	197.46	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	64.57	64.57	0.00	0.00	0.00	0.00	0.00	0.00	17.13	14.26	11.46	9.97	6.84	4.90	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-29	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.0	17.8	20.0	34.5	53.7	57.2	197.22	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	64.46	64.46	0.00	0.00	0.00	0.00	0.00	0.00	17.22	14.17	11.44	9.92	6.81	4.89	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-30	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.9	17.8	19.9	34.5	53.8	57.2	196.98	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	64.33	64.33	0.00	0.00	0.00	0.00	0.00	0.00	17.30	14.08	11.34	9.91	6.82	4.89	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-08-31	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.2	18.9	20.0	34.5	53.7	57.1	201.30	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	64.19	64.19	0.00	0.00	0.00	0.00	0.00	0.00	16.34	14.99	11.33	9.86	6.79	4.88	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
1990-09-01	Perennial Ryegrass	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.3	18.8	19.9	34.5	53.7	57.0	200.29	0.000	0.000	0.000	0.000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	114.04	114.04	0.00	0.00	0.00	0.00	0.00	0.00	66.15	15.13	11.26	9.84	6.79	4.87	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00
